Dimensão,Título da dimensão,Aspectos (conhecimento explicito e estudo cientifico vinculado),Atributos vinculados,Artigo principal de justificativa,Motivo da justificativa principal,Categoria (nominal ou ordinal),Valor min,Valor max,Média,Desvio padrão,Moda,Frequência,Informações atributos
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P01601 - Em quantos dias da semana o(a) Sr(a) costuma tomar suco de fruta natural (incluída a polpa de fruta congelada)?,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Ordinal,0,7,2.7619,2.3903,0.0,0.0: 5124 (24.98%) ; 2.0: 3545 (17.29%) ; 3.0: 3036 (14.80%) ; 7.0: 2893 (14.11%) ; 1.0: 2126 (10.37%) ; 5.0: 1623 (7.91%) ; 4.0: 1509 (7.36%) ; 6.0: 653 (3.18%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 2.7619 | Desvio padrão: 2.3903 | Moda: 0.0 | Frequência: 0.0: 5124 (24.98%) ; 2.0: 3545 (17.29%) ; 3.0: 3036 (14.80%) ; 7.0: 2893 (14.11%) ; 1.0: 2126 (10.37%) ; 5.0: 1623 (7.91%) ; 4.0: 1509 (7.36%) ; 6.0: 653 (3.18%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P00612 - Leite,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 11390 (55.54%) ; 2.0: 9119 (44.46%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 11390 (55.54%) ; 2.0: 9119 (44.46%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P02002 - Em quantos dias da semana o(a) Sr(a) costuma tomar refrigerante?,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Ordinal,0,7,1.2346,1.7788,0.0,0.0: 10287 (50.16%) ; 1.0: 3970 (19.36%) ; 2.0: 2872 (14.00%) ; 3.0: 1292 (6.30%) ; 7.0: 799 (3.90%) ; 4.0: 537 (2.62%) ; 5.0: 523 (2.55%) ; 6.0: 229 (1.12%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 1.2346 | Desvio padrão: 1.7788 | Moda: 0.0 | Frequência: 0.0: 10287 (50.16%) ; 1.0: 3970 (19.36%) ; 2.0: 2872 (14.00%) ; 3.0: 1292 (6.30%) ; 7.0: 799 (3.90%) ; 4.0: 537 (2.62%) ; 5.0: 523 (2.55%) ; 6.0: 229 (1.12%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P02102 - Que tipo de refrigerante o(a) Sr(a) costuma tomar?,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 9636 (94.27%) ; 1.0: 330 (3.23%) ; 3.0: 256 (2.50%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 9636 (94.27%) ; 1.0: 330 (3.23%) ; 3.0: 256 (2.50%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P00614 - ONTEM o(a) Sr(a) tomou ou comeu:Refrigerante,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 13900 (67.78%) ; 1.0: 6609 (32.22%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 13900 (67.78%) ; 1.0: 6609 (32.22%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P00615 - Suco de fruta em caixinha ou lata ou refresco em pó.,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 16007 (78.05%) ; 1.0: 4502 (21.95%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 16007 (78.05%) ; 1.0: 4502 (21.95%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P00616 - Bebida achocolatada ou iogurte com sabor.,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 17824 (86.91%) ; 1.0: 2685 (13.09%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 17824 (86.91%) ; 1.0: 2685 (13.09%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),"P023 - Em quantos dias da semana o(a) Sr(a) costuma tomar leite? (de origem animal: vaca, cabra, búfala etc.)",Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Ordinal,0,7,3.5359,2.9832,7.0,7.0: 7240 (35.30%) ; 0.0: 6210 (30.28%) ; 2.0: 1784 (8.70%) ; 3.0: 1604 (7.82%) ; 1.0: 1150 (5.61%) ; 5.0: 1136 (5.54%) ; 4.0: 841 (4.10%) ; 6.0: 544 (2.65%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 3.5359 | Desvio padrão: 2.9832 | Moda: 7.0 | Frequência: 7.0: 7240 (35.30%) ; 0.0: 6210 (30.28%) ; 2.0: 1784 (8.70%) ; 3.0: 1604 (7.82%) ; 1.0: 1150 (5.61%) ; 5.0: 1136 (5.54%) ; 4.0: 841 (4.10%) ; 6.0: 544 (2.65%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P02401 - Que tipo de leite o(a) Sr(a) costuma tomar?,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 12129 (84.82%) ; 1.0: 1499 (10.48%) ; 3.0: 671 (4.69%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 12129 (84.82%) ; 1.0: 1499 (10.48%) ; 3.0: 671 (4.69%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P02001 - Em quantos dias da semana o(a) Sr(a) costuma tomar suco de caixinha/lata ou refresco em pó ?,Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Ordinal,0,7,1.1654,2.0266,0.0,0.0: 13467 (65.66%) ; 2.0: 1786 (8.71%) ; 1.0: 1407 (6.86%) ; 3.0: 1226 (5.98%) ; 7.0: 1214 (5.92%) ; 5.0: 634 (3.09%) ; 4.0: 537 (2.62%) ; 6.0: 238 (1.16%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 1.1654 | Desvio padrão: 2.0266 | Moda: 0.0 | Frequência: 0.0: 13467 (65.66%) ; 2.0: 1786 (8.71%) ; 1.0: 1407 (6.86%) ; 3.0: 1226 (5.98%) ; 7.0: 1214 (5.92%) ; 5.0: 634 (3.09%) ; 4.0: 537 (2.62%) ; 6.0: 238 (1.16%)
D2,Ingestão de Bebidas e Álcool,B1 - Bebidas açucaradas e leite | Artigos: Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.) ; Nutrition Principles and Recommendations in Diabetes (American Diabetes Association),P02101 - Que tipo de suco de caixinha/lata ou refresco em pó o(a) Sr(a) costuma tomar? (Ler as opções de resposta),Consumo de alimentos não saudáveis (Claro et al.) + Alimentos ultraprocessados e perfil nutricional (Louzada et al.),Evidência brasileira sobre o papel de ultraprocessados e bebidas açucaradas no risco crônico.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 6783 (96.32%) ; 3.0: 149 (2.12%) ; 1.0: 110 (1.56%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 6783 (96.32%) ; 3.0: 149 (2.12%) ; 1.0: 110 (1.56%)
D2,Ingestão de Bebidas e Álcool,B2 - Consumo de álcool | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),P027 - Com que frequência o(a) Sr(a) costuma consumir alguma bebida alcoólica?,Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,3,1.7771,0.9037,1.0,1.0: 11169 (54.46%) ; 3.0: 6597 (32.17%) ; 2.0: 2743 (13.37%),Categoria: Ordinal | Min: 1 | Max: 3 | Média: 1.7771 | Desvio padrão: 0.9037 | Moda: 1.0 | Frequência: 1.0: 11169 (54.46%) ; 3.0: 6597 (32.17%) ; 2.0: 2743 (13.37%)
D2,Ingestão de Bebidas e Álcool,B2 - Consumo de álcool | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),P02801 - Quantos dias por semana o(a) Sr(a) costuma consumir alguma bebida alcoólica?,Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,0,7,1.7755,1.5299,1.0,1.0: 2785 (42.22%) ; 2.0: 1840 (27.89%) ; 0.0: 771 (11.69%) ; 3.0: 575 (8.72%) ; 7.0: 275 (4.17%) ; 4.0: 196 (2.97%) ; 5.0: 116 (1.76%) ; 6.0: 39 (0.59%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 1.7755 | Desvio padrão: 1.5299 | Moda: 1.0 | Frequência: 1.0: 2785 (42.22%) ; 2.0: 1840 (27.89%) ; 0.0: 771 (11.69%) ; 3.0: 575 (8.72%) ; 7.0: 275 (4.17%) ; 4.0: 196 (2.97%) ; 5.0: 116 (1.76%) ; 6.0: 39 (0.59%)
D2,Ingestão de Bebidas e Álcool,B2 - Consumo de álcool | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"P029 - Em geral, no dia que o(a) Sr(a) bebe, quantas doses de bebida alcoólica o(a) Sr(a) consome?",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Ordinal,1,60,4.9276,4.5015,2.0,2.0: 1695 (18.15%) ; 3.0: 1511 (16.18%) ; 1.0: 1327 (14.21%) ; 5.0: 1106 (11.84%) ; 4.0: 1067 (11.42%) ; 6.0: 718 (7.69%) ; 10.0: 678 (7.26%) ; 12.0: 382 (4.09%) ; 8.0: 312 (3.34%) ; 7.0: 143 (1.53%) ; ... +25 categorias,Categoria: Ordinal | Min: 1 | Max: 60 | Média: 4.9276 | Desvio padrão: 4.5015 | Moda: 2.0 | Frequência: 2.0: 1695 (18.15%) ; 3.0: 1511 (16.18%) ; 1.0: 1327 (14.21%) ; 5.0: 1106 (11.84%) ; 4.0: 1067 (11.42%) ; 6.0: 718 (7.69%) ; 10.0: 678 (7.26%) ; 12.0: 382 (4.09%) ; 8.0: 312 (3.34%) ; 7.0: 143 (1.53%) ; ... +25 categorias
D2,Ingestão de Bebidas e Álcool,B2 - Consumo de álcool | Artigos: Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),"P03201 - Nos últimos trinta dias, o(a) Sr(a) chegou a consumir cinco ou mais doses de bebida alcoólica em uma única ocasião?",Machine Learning and Data Mining Methods in Diabetes Research (Kavakiotis et al.),Revisão em TI/ML que destaca variáveis clínicas e comportamentais relevantes para predição em diabetes.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 5177 (55.43%) ; 1.0: 4163 (44.57%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 5177 (55.43%) ; 1.0: 4163 (44.57%)
D3,Atividade Física e Sedentarismo,C1 - Exercício programado | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P034 - Nos últimos três meses, o(a) Sr(a) praticou algum tipo de exercício físico ou esporte?",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 11724 (57.17%) ; 1.0: 8785 (42.83%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 11724 (57.17%) ; 1.0: 8785 (42.83%)
D3,Atividade Física e Sedentarismo,C1 - Exercício programado | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),P035 - Quantos dias por semana o(a) Sr(a) costuma (costumava)praticar exercício físico ou esporte?,Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Ordinal,0,7,3.2974,1.8804,3.0,3.0: 2099 (23.89%) ; 5.0: 1539 (17.52%) ; 2.0: 1537 (17.50%) ; 1.0: 1484 (16.89%) ; 4.0: 746 (8.49%) ; 7.0: 720 (8.20%) ; 6.0: 399 (4.54%) ; 0.0: 261 (2.97%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 3.2974 | Desvio padrão: 1.8804 | Moda: 3.0 | Frequência: 3.0: 2099 (23.89%) ; 5.0: 1539 (17.52%) ; 2.0: 1537 (17.50%) ; 1.0: 1484 (16.89%) ; 4.0: 746 (8.49%) ; 7.0: 720 (8.20%) ; 6.0: 399 (4.54%) ; 0.0: 261 (2.97%)
D3,Atividade Física e Sedentarismo,C1 - Exercício programado | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P03701 - Em geral, no dia que o(a) Sr(a) pratica exercício ou esporte, quanto tempo em horas dura essa atividade? Horas",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Ordinal,0,12,1.0515,0.7928,1.0,1.0: 5206 (61.07%) ; 0.0: 1672 (19.62%) ; 2.0: 1351 (15.85%) ; 3.0: 206 (2.42%) ; 4.0: 50 (0.59%) ; 5.0: 16 (0.19%) ; 6.0: 15 (0.18%) ; 8.0: 6 (0.07%) ; 12.0: 1 (0.01%) ; 7.0: 1 (0.01%),Categoria: Ordinal | Min: 0 | Max: 12 | Média: 1.0515 | Desvio padrão: 0.7928 | Moda: 1.0 | Frequência: 1.0: 5206 (61.07%) ; 0.0: 1672 (19.62%) ; 2.0: 1351 (15.85%) ; 3.0: 206 (2.42%) ; 4.0: 50 (0.59%) ; 5.0: 16 (0.19%) ; 6.0: 15 (0.18%) ; 8.0: 6 (0.07%) ; 12.0: 1 (0.01%) ; 7.0: 1 (0.01%)
D3,Atividade Física e Sedentarismo,C1 - Exercício programado | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P03702 - Em geral, no dia que o(a) Sr(a) pratica (praticava) exercício ou esporte, quanto tempo em minutos dura essa atividade?Minutos",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Ordinal,0,59,13.2904,16.7040,0.0,0.0: 5002 (58.68%) ; 30.0: 2105 (24.69%) ; 40.0: 637 (7.47%) ; 20.0: 227 (2.66%) ; 50.0: 187 (2.19%) ; 45.0: 161 (1.89%) ; 15.0: 78 (0.92%) ; 10.0: 68 (0.80%) ; 25.0: 20 (0.23%) ; 35.0: 15 (0.18%) ; ... +12 categorias,Categoria: Ordinal | Min: 0 | Max: 59 | Média: 13.2904 | Desvio padrão: 16.7040 | Moda: 0.0 | Frequência: 0.0: 5002 (58.68%) ; 30.0: 2105 (24.69%) ; 40.0: 637 (7.47%) ; 20.0: 227 (2.66%) ; 50.0: 187 (2.19%) ; 45.0: 161 (1.89%) ; 15.0: 78 (0.92%) ; 10.0: 68 (0.80%) ; 25.0: 20 (0.23%) ; 35.0: 15 (0.18%) ; ... +12 categorias
D3,Atividade Física e Sedentarismo,C1 - Exercício programado | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),P036 - Qual o exercício físico ou esporte que o(a) Sr(a) pratica (praticava) com mais frequência? (Anotar apenas o primeiro citado),Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,1.0,1.0: 2892 (33.93%) ; 5.0: 1709 (20.05%) ; 12.0: 1545 (18.13%) ; 3.0: 588 (6.90%) ; 11.0: 433 (5.08%) ; 6.0: 360 (4.22%) ; 8.0: 194 (2.28%) ; 17.0: 192 (2.25%) ; 10.0: 147 (1.72%) ; 2.0: 146 (1.71%) ; ... +7 categorias,Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 1.0 | Frequência: 1.0: 2892 (33.93%) ; 5.0: 1709 (20.05%) ; 12.0: 1545 (18.13%) ; 3.0: 588 (6.90%) ; 11.0: 433 (5.08%) ; 6.0: 360 (4.22%) ; 8.0: 194 (2.28%) ; 17.0: 192 (2.25%) ; 10.0: 147 (1.72%) ; 2.0: 146 (1.71%) ; ... +7 categorias
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P038 - No seu trabalho, o(a) Sr(a) anda bastante a pé?",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 9928 (61.58%) ; 1.0: 6194 (38.42%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 9928 (61.58%) ; 1.0: 6194 (38.42%)
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P039 - No seu trabalho, o(a) Sr(a) faz faxina pesada, carrega peso ou faz outra atividade pesada que requer esforço físico intenso?",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,2.0,2.0: 12119 (75.17%) ; 1.0: 4003 (24.83%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 2.0 | Frequência: 2.0: 12119 (75.17%) ; 1.0: 4003 (24.83%)
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P040 - Para ir ou voltar do trabalho, o(a) Sr(a) faz algum trajeto a pé ou de bicicleta?",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Ordinal,1,3,2.4441,0.8343,3.0,3.0: 10780 (66.87%) ; 1.0: 3620 (22.45%) ; 2.0: 1722 (10.68%),Categoria: Ordinal | Min: 1 | Max: 3 | Média: 2.4441 | Desvio padrão: 0.8343 | Moda: 3.0 | Frequência: 3.0: 10780 (66.87%) ; 1.0: 3620 (22.45%) ; 2.0: 1722 (10.68%)
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),P04001 - Quantos dias por semana o(a) Sr(a) faz algum trajeto a pé ou bicicleta?,Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Ordinal,0,7,4.8542,1.5410,5.0,5.0: 2085 (39.03%) ; 6.0: 1368 (25.61%) ; 7.0: 530 (9.92%) ; 3.0: 523 (9.79%) ; 4.0: 326 (6.10%) ; 2.0: 288 (5.39%) ; 1.0: 139 (2.60%) ; 0.0: 83 (1.55%),Categoria: Ordinal | Min: 0 | Max: 7 | Média: 4.8542 | Desvio padrão: 1.5410 | Moda: 5.0 | Frequência: 5.0: 2085 (39.03%) ; 6.0: 1368 (25.61%) ; 7.0: 530 (9.92%) ; 3.0: 523 (9.79%) ; 4.0: 326 (6.10%) ; 2.0: 288 (5.39%) ; 1.0: 139 (2.60%) ; 0.0: 83 (1.55%)
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P04101 - Quanto tempo o(a) Sr(a) gasta, por dia, para percorrer este trajeto a pé ou de bicicleta, considerando a ida e a volta do trabalho?Horas",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,0.0,0.0: 4300 (81.76%) ; 1.0: 728 (13.84%) ; 2.0: 151 (2.87%) ; 3.0: 41 (0.78%) ; 4.0: 23 (0.44%) ; 6.0: 7 (0.13%) ; 5.0: 7 (0.13%) ; 7.0: 2 (0.04%),Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 0.0 | Frequência: 0.0: 4300 (81.76%) ; 1.0: 728 (13.84%) ; 2.0: 151 (2.87%) ; 3.0: 41 (0.78%) ; 4.0: 23 (0.44%) ; 6.0: 7 (0.13%) ; 5.0: 7 (0.13%) ; 7.0: 2 (0.04%)
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),"P04102 - Quanto tempo o(a) Sr(a) gasta, por dia, para percorrer este trajeto a pé ou de bicicleta, considerando a ida e a volta do trabalho?Minutos",Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Nominal,Não se aplica,Não se aplica,Não se aplica,Não se aplica,20.0,20.0: 1062 (20.19%) ; 10.0: 941 (17.89%) ; 30.0: 926 (17.61%) ; 0.0: 743 (14.13%) ; 40.0: 536 (10.19%) ; 5.0: 264 (5.02%) ; 15.0: 215 (4.09%) ; 2.0: 97 (1.84%) ; 50.0: 91 (1.73%) ; 6.0: 67 (1.27%) ; ... +25 categorias,Categoria: Nominal | Min: Não se aplica | Max: Não se aplica | Média: Não se aplica | Desvio padrão: Não se aplica | Moda: 20.0 | Frequência: 20.0: 1062 (20.19%) ; 10.0: 941 (17.89%) ; 30.0: 926 (17.61%) ; 0.0: 743 (14.13%) ; 40.0: 536 (10.19%) ; 5.0: 264 (5.02%) ; 15.0: 215 (4.09%) ; 2.0: 97 (1.84%) ; 50.0: 91 (1.73%) ; 6.0: 67 (1.27%) ; ... +25 categorias
D3,Atividade Física e Sedentarismo,C2 - Atividade habitual e deslocamento ativo | Artigos: Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.) ; Prática de atividade física e comportamento sedentário (Malta et al.),VDM001 - Faixa de tempo gasto por dia no deslocamento casa-trabalho pelas pessoas ocupadas que se deslocavam para o trabalho,Prática de atividade física no tempo livre e deslocamento ativo (Garcia et al.),Justifica atividade física no tempo livre e deslocamento ativo como determinantes de risco.,Ordinal,1,4,2.1936,1.0813,1.0,1.0: 4896 (34.81%) ; 2.0: 3779 (26.87%) ; 3.0: 3163 (22.49%) ; 4.0: 2228 (15.84%),Categoria: Ordinal | Min: 1 | Max: 4 | Média: 2.1936 | Desvio padrão: 1.0813 | Moda: 1.0 | Frequência: 1.0: 4896 (34.81%) ; 2.0: 3779 (26.87%) ; 3.0: 3163 (22.49%) ; 4.0: 2228 (15.84%)
